,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,deltaDate,date
4365,1.24,25.1,29.4,54.5,11.0,75.0,72.0,724.3,0.0,62.0,3.3,0.0,17.41,1.4,120.0,16774.0,2021-11-29 22:00:00
4366,1.3,24.0,28.8,52.8,8.0,101.0,70.0,724.3,0.0,67.0,2.8,0.0,16.29,1.2,91.0,16775.0,2021-11-29 23:00:00
4367,0.93,10.1,26.6,36.7,8.0,97.0,32.0,724.2,0.0,70.0,2.5,0.0,15.0,1.4,67.0,16776.0,2021-11-30 00:00:00
4368,1.15,28.5,25.8,54.3,8.0,57.0,50.0,724.0,0.0,71.0,2.7,0.0,14.61,0.8,135.0,16777.0,2021-11-30 01:00:00
4369,1.04,15.9,22.5,38.5,13.0,87.0,48.0,723.8,0.0,73.0,2.5,0.0,14.05,1.1,23.0,16778.0,2021-11-30 02:00:00
4370,0.72,4.3,15.4,19.6,18.0,66.0,17.0,723.7,0.0,74.0,2.4,0.0,13.04,0.8,351.0,16779.0,2021-11-30 03:00:00
4371,0.83,6.0,19.0,25.0,14.0,38.0,30.0,723.5,0.0,75.0,2.6,0.0,13.09,0.9,201.0,16780.0,2021-11-30 04:00:00
4372,0.85,22.4,26.6,49.0,8.0,47.0,30.0,723.5,0.0,75.0,2.5,0.0,13.02,1.4,198.0,16781.0,2021-11-30 05:00:00
4373,1.04,59.3,31.1,90.4,7.0,58.0,37.0,723.5,0.0,75.0,2.8,0.0,12.86,1.4,192.0,16782.0,2021-11-30 06:00:00
4374,1.18,37.6,33.3,70.9,8.0,81.0,31.0,723.5,0.0,74.0,2.7,0.0,12.93,1.4,203.0,16783.0,2021-11-30 07:00:00
4375,2.67,149.9,35.5,185.4,8.0,70.0,55.0,723.7,0.0,74.0,3.7,0.028,13.48,1.3,210.0,16784.0,2021-11-30 08:00:00
4376,1.46,44.5,32.9,77.4,13.0,144.0,52.0,723.9,0.0,67.0,3.8,0.134,15.69,0.8,307.0,16785.0,2021-11-30 09:00:00
4377,1.03,27.0,31.8,58.8,19.0,102.0,31.0,724.0,0.0,60.0,4.7,0.246,18.03,1.1,29.0,16786.0,2021-11-30 10:00:00
4378,0.87,12.8,21.1,33.9,30.0,85.0,24.0,723.9,0.0,55.0,4.3,0.336,20.04,0.2,307.0,16787.0,2021-11-30 11:00:00
4379,0.81,11.3,19.1,30.4,35.0,66.0,18.0,723.8,0.0,50.0,5.5,0.383,21.85,0.4,116.0,16788.0,2021-11-30 12:00:00
4380,0.79,8.0,13.4,21.4,39.0,56.0,15.0,723.5,0.0,47.0,8.2,0.403,23.17,2.7,90.0,16789.0,2021-11-30 13:00:00
4381,0.8,4.5,10.5,15.0,52.0,59.0,16.0,723.2,0.0,47.0,9.3,0.164,23.53,3.6,80.0,16790.0,2021-11-30 14:00:00
4382,0.86,4.6,12.5,17.1,59.0,42.0,17.0,723.0,0.0,47.0,7.0,0.183,23.48,6.8,88.0,16791.0,2021-11-30 15:00:00
4383,0.99,6.8,18.2,25.0,55.0,45.0,20.0,722.9,0.0,46.0,6.5,0.048,23.79,7.1,116.0,16792.0,2021-11-30 16:00:00
4384,1.15,9.4,27.1,36.5,41.0,48.0,21.0,722.9,0.0,49.0,5.6,0.036,23.88,4.6,122.0,16793.0,2021-11-30 17:00:00
4385,1.21,9.4,27.2,36.6,24.0,49.0,23.0,723.0,0.0,56.0,3.6,0.009,22.61,2.7,99.0,16794.0,2021-11-30 18:00:00
4386,1.02,6.1,22.9,28.9,18.0,54.0,16.0,723.2,0.0,60.0,2.6,0.0,21.06,1.5,85.0,16795.0,2021-11-30 19:00:00
4387,2.81,97.5,31.5,129.0,8.0,88.0,53.0,723.5,0.0,67.0,3.3,0.0,19.49,1.0,119.0,16797.0,2021-11-30 21:00:00
4388,1.98,50.5,25.8,76.3,8.0,104.0,55.0,723.5,0.0,71.0,3.0,0.0,18.82,1.3,107.0,16798.0,2021-11-30 22:00:00
4389,1.04,13.7,22.1,35.8,12.0,91.0,17.0,723.6,0.0,75.0,2.6,0.0,18.07,0.7,110.0,16799.0,2021-11-30 23:00:00
4390,1.18,15.0,22.5,37.5,7.0,41.0,22.0,723.4,0.0,81.0,2.9,0.0,17.06,1.0,155.0,16801.0,2021-12-01 01:00:00
4391,0.84,6.2,21.4,27.7,9.0,46.0,19.0,723.5,0.0,84.0,2.6,0.0,16.36,1.1,11.0,16802.0,2021-12-01 02:00:00
4392,0.95,9.6,16.5,26.2,12.0,49.0,17.0,723.4,0.0,86.0,2.6,0.0,16.12,1.4,233.0,16803.0,2021-12-01 03:00:00
4393,0.83,3.7,16.5,20.2,11.0,38.0,23.0,723.4,0.0,87.0,2.3,0.0,15.84,0.7,267.0,16804.0,2021-12-01 04:00:00
4394,0.77,7.9,18.6,26.6,11.0,44.0,19.0,723.4,0.0,87.0,2.3,0.0,15.7,1.2,24.0,16805.0,2021-12-01 05:00:00
4395,0.95,44.5,20.5,65.0,7.0,36.0,30.0,723.4,0.0,88.0,2.5,0.0,15.13,0.8,163.0,16806.0,2021-12-01 06:00:00
4396,1.68,106.2,19.2,125.4,7.0,46.0,43.0,723.5,0.0,88.0,3.0,0.0,14.97,1.4,159.0,16807.0,2021-12-01 07:00:00
4397,2.39,96.3,27.0,123.3,8.0,145.0,63.0,723.9,0.0,84.0,3.1,0.132,17.71,1.1,219.0,16809.0,2021-12-01 09:00:00
4398,1.47,35.9,33.2,69.2,14.0,132.0,59.0,724.1,0.0,77.0,3.7,0.231,19.76,0.9,253.0,16810.0,2021-12-01 10:00:00
4399,1.23,23.9,32.0,55.9,23.0,100.0,50.0,724.2,0.0,68.0,4.4,0.325,21.76,1.0,293.0,16811.0,2021-12-01 11:00:00
4400,0.97,9.7,20.9,30.6,35.0,92.0,39.0,724.0,0.0,60.0,5.1,0.311,23.67,1.5,279.0,16812.0,2021-12-01 12:00:00
4401,0.88,6.3,14.0,20.3,43.0,80.0,27.0,723.8,0.0,53.0,5.8,0.4,25.7,1.7,56.0,16813.0,2021-12-01 13:00:00
4402,0.83,4.5,10.6,15.1,49.0,66.0,23.0,723.5,0.0,50.0,4.9,0.174,26.39,1.6,60.0,16814.0,2021-12-01 14:00:00
4403,0.81,3.7,8.7,12.5,52.0,56.0,22.0,723.3,0.0,50.0,5.9,0.156,26.46,4.3,84.0,16815.0,2021-12-01 15:00:00
4404,0.89,3.5,11.4,14.8,55.0,47.0,23.0,723.3,0.0,51.0,4.8,0.075,25.96,2.7,87.0,16816.0,2021-12-01 16:00:00
4405,1.22,4.6,27.4,32.0,49.0,44.0,34.0,723.4,0.0,55.0,12.9,0.045,25.24,3.0,102.0,16817.0,2021-12-01 17:00:00
4406,1.86,12.8,45.3,58.0,17.0,71.0,44.0,723.4,0.0,59.0,15.1,0.006,24.39,1.4,102.0,16818.0,2021-12-01 18:00:00
4407,1.92,30.7,44.5,75.2,9.0,85.0,45.0,723.5,0.0,63.0,9.0,0.0,23.46,1.3,120.0,16819.0,2021-12-01 19:00:00
4408,1.9,30.0,49.2,79.2,10.0,96.0,55.0,723.7,0.0,67.0,8.0,0.0,22.69,1.4,136.0,16820.0,2021-12-01 20:00:00
4409,1.82,18.9,50.2,69.1,12.0,109.0,56.0,723.9,0.0,68.0,6.6,0.0,22.18,1.4,138.0,16821.0,2021-12-01 21:00:00
4410,1.92,33.3,47.1,80.4,9.0,100.0,59.0,724.0,0.0,69.0,5.3,0.0,21.86,1.4,136.0,16822.0,2021-12-01 22:00:00
4411,1.88,25.5,42.3,67.9,9.0,115.0,58.0,724.0,0.0,70.0,4.5,0.0,21.43,1.2,122.0,16823.0,2021-12-01 23:00:00
4412,1.54,6.0,32.6,38.5,11.0,98.0,83.0,724.0,0.0,73.0,3.7,0.0,20.87,0.8,34.0,16824.0,2021-12-02 00:00:00
4413,1.02,3.9,21.7,25.6,14.0,100.0,35.0,723.9,0.0,74.0,3.3,0.0,20.3,1.3,100.0,16825.0,2021-12-02 01:00:00
4414,0.94,2.6,16.7,19.3,14.0,55.0,34.0,724.0,0.0,77.0,2.8,0.0,19.58,2.2,49.0,16826.0,2021-12-02 02:00:00
4415,0.83,3.3,12.5,15.9,17.0,50.0,23.0,724.0,0.0,78.0,2.6,0.0,19.06,0.6,130.0,16827.0,2021-12-02 03:00:00
4416,0.72,2.4,7.1,9.5,23.0,39.0,16.0,723.8,0.0,79.0,2.4,0.0,18.43,1.2,73.0,16828.0,2021-12-02 04:00:00
4417,0.72,2.6,9.6,12.2,20.0,28.0,15.0,723.8,0.0,81.0,2.2,0.0,17.9,1.3,27.0,16829.0,2021-12-02 05:00:00
4418,0.92,32.1,22.0,54.1,10.0,34.0,21.0,723.9,0.0,84.0,2.4,0.0,17.6,0.8,206.0,16830.0,2021-12-02 06:00:00
4419,1.27,40.1,24.5,64.5,7.0,59.0,37.0,724.0,0.0,85.0,2.6,0.0,17.57,1.6,234.0,16831.0,2021-12-02 07:00:00
4420,1.71,38.9,26.1,65.0,6.0,81.0,35.0,724.2,0.0,83.0,3.6,0.025,18.02,1.1,261.0,16832.0,2021-12-02 08:00:00
4421,1.74,54.4,33.1,87.4,10.0,92.0,75.0,724.3,0.0,77.0,4.8,0.113,20.03,0.8,318.0,16833.0,2021-12-02 09:00:00
4422,1.64,40.8,42.3,83.0,15.0,124.0,64.0,724.3,0.0,65.0,6.6,0.213,23.41,0.8,275.0,16834.0,2021-12-02 10:00:00
4423,1.39,28.0,39.5,67.5,21.0,111.0,67.0,724.3,0.0,59.0,7.5,0.289,25.19,1.2,69.0,16835.0,2021-12-02 11:00:00
4424,1.16,13.9,25.5,39.4,33.0,122.0,41.0,724.1,0.0,56.0,5.8,0.33,25.91,3.3,125.0,16836.0,2021-12-02 12:00:00
4425,1.07,8.2,18.9,27.2,45.0,71.0,32.0,723.8,0.0,53.0,5.5,0.379,26.58,5.8,111.0,16837.0,2021-12-02 13:00:00
4426,1.0,5.6,15.8,21.5,58.0,72.0,31.0,723.4,0.0,50.0,6.8,0.193,27.36,6.4,111.0,16838.0,2021-12-02 14:00:00
4427,0.89,3.5,10.2,13.7,63.0,55.0,27.0,723.2,0.0,49.0,9.9,0.211,27.73,9.4,106.0,16839.0,2021-12-02 15:00:00
4428,0.92,5.8,12.7,18.4,44.0,44.0,22.0,723.0,0.0,46.0,7.0,0.037,28.1,7.6,113.0,16840.0,2021-12-02 16:00:00
4429,0.87,3.9,14.0,17.9,35.0,42.0,25.0,723.0,0.0,48.0,5.4,0.017,26.84,5.8,95.0,16841.0,2021-12-02 17:00:00
4430,1.08,6.4,25.3,31.8,21.0,53.0,30.0,723.1,0.0,49.0,4.6,0.012,25.82,1.5,102.0,16842.0,2021-12-02 18:00:00
4431,2.17,70.4,40.3,110.7,8.0,73.0,49.0,723.3,0.0,54.0,4.4,0.0,25.01,1.3,156.0,16843.0,2021-12-02 19:00:00
4432,1.43,24.0,32.4,56.4,11.0,124.0,31.0,723.5,0.0,52.0,3.3,0.0,24.63,2.6,111.0,16844.0,2021-12-02 20:00:00
4433,1.32,22.0,30.0,51.9,10.0,68.0,32.0,723.6,0.0,57.0,3.4,0.0,23.7,1.8,110.0,16845.0,2021-12-02 21:00:00
4434,1.12,13.4,26.9,40.3,12.0,66.0,24.0,723.8,0.0,64.0,3.3,0.0,22.48,1.9,113.0,16846.0,2021-12-02 22:00:00
4435,1.05,7.3,21.7,29.0,15.0,54.0,22.0,723.9,0.0,70.0,2.9,0.0,21.61,1.4,111.0,16847.0,2021-12-02 23:00:00
4436,1.1,7.8,22.8,30.6,12.0,62.0,26.0,723.9,0.0,74.0,2.8,0.0,20.91,1.3,65.0,16848.0,2021-12-03 00:00:00
4437,0.88,2.9,17.0,19.8,15.0,62.0,19.0,723.8,0.0,78.0,3.0,0.0,20.58,0.6,20.0,16849.0,2021-12-03 01:00:00
4438,0.88,3.7,13.6,17.4,17.0,47.0,15.0,723.7,0.0,80.0,3.6,0.0,20.11,0.7,245.0,16850.0,2021-12-03 02:00:00
4439,0.91,3.1,11.1,14.3,17.0,40.0,33.0,723.5,0.0,82.0,3.0,0.0,19.86,1.3,217.0,16851.0,2021-12-03 03:00:00
4440,1.01,4.7,16.2,20.9,9.0,46.0,30.0,723.3,0.0,83.0,2.7,0.0,19.69,1.4,194.0,16852.0,2021-12-03 04:00:00
4441,1.04,11.4,17.4,28.8,7.0,43.0,31.0,723.3,0.0,84.0,2.5,0.0,19.55,0.6,150.0,16853.0,2021-12-03 05:00:00
4442,1.06,27.8,18.1,45.9,8.0,49.0,33.0,723.0,0.0,85.0,2.8,0.0,19.17,2.4,119.0,16854.0,2021-12-03 06:00:00
4443,1.1,20.5,16.3,36.8,9.0,54.0,26.0,722.9,0.0,84.0,2.7,0.0,18.97,1.0,145.0,16855.0,2021-12-03 07:00:00
4444,1.22,23.2,21.0,44.2,7.0,46.0,39.0,723.1,0.0,84.0,3.1,0.023,19.69,0.9,333.0,16856.0,2021-12-03 08:00:00
4445,1.38,37.5,22.9,60.4,7.0,65.0,42.0,723.3,0.0,84.0,3.5,0.041,20.09,0.6,272.0,16857.0,2021-12-03 09:00:00
4446,1.38,36.3,25.2,61.5,10.0,78.0,44.0,723.4,0.0,80.0,4.6,0.123,21.16,0.8,285.0,16858.0,2021-12-03 10:00:00
4447,1.41,27.5,28.0,55.5,17.0,84.0,47.0,723.4,0.0,69.0,4.6,0.224,23.53,1.9,259.0,16859.0,2021-12-03 11:00:00
4448,1.07,11.2,22.4,33.6,32.0,81.0,39.0,723.2,0.0,58.0,6.8,0.333,25.92,1.5,328.0,16860.0,2021-12-03 12:00:00
4449,0.97,7.0,17.5,24.6,45.0,74.0,34.0,722.8,0.0,51.0,6.6,0.351,27.6,1.8,66.0,16861.0,2021-12-03 13:00:00
4450,0.87,3.7,10.2,13.9,58.0,58.0,28.0,722.5,0.0,46.0,8.6,0.177,28.44,1.0,67.0,16862.0,2021-12-03 14:00:00
4451,1.14,4.2,14.2,18.4,69.0,47.0,33.0,722.3,0.0,47.0,23.8,0.214,28.44,5.2,96.0,16863.0,2021-12-03 15:00:00
4452,1.15,4.2,16.7,20.9,61.0,66.0,32.0,722.2,0.0,47.0,32.0,0.037,28.38,8.4,101.0,16864.0,2021-12-03 16:00:00
4453,1.2,6.4,24.6,31.0,49.0,64.0,32.0,722.2,0.0,50.0,9.0,0.03,27.71,8.4,118.0,16865.0,2021-12-03 17:00:00
4454,1.63,5.6,43.3,48.9,47.0,57.0,50.0,722.2,0.0,57.0,11.0,0.009,26.34,2.5,120.0,16866.0,2021-12-03 18:00:00
4455,2.3,25.5,64.5,90.1,18.0,97.0,74.0,722.3,0.0,63.0,7.8,0.0,24.85,1.5,167.0,16867.0,2021-12-03 19:00:00
4456,2.29,26.2,62.4,88.7,14.0,145.0,82.0,722.4,0.0,67.0,4.9,0.0,23.68,1.0,156.0,16868.0,2021-12-03 20:00:00
4457,3.63,107.4,59.9,167.3,8.0,134.0,108.0,722.6,0.0,71.0,4.6,0.0,22.74,1.4,108.0,16869.0,2021-12-03 21:00:00
4458,5.09,194.3,46.2,240.5,9.0,186.0,148.0,722.7,0.0,73.0,4.6,0.0,21.94,1.4,123.0,16870.0,2021-12-03 22:00:00
4459,3.28,95.2,37.2,132.4,8.0,237.0,138.0,722.7,0.0,74.0,3.6,0.0,21.37,1.2,64.0,16871.0,2021-12-03 23:00:00
4460,1.55,22.6,26.9,49.5,7.0,136.0,55.0,722.7,0.0,73.0,2.8,0.0,20.88,1.4,62.0,16872.0,2021-12-04 00:00:00
4461,1.62,39.1,21.5,60.6,9.0,60.0,36.0,722.6,0.0,76.0,2.8,0.0,19.86,1.4,77.0,16873.0,2021-12-04 01:00:00
4462,1.2,9.8,18.1,27.9,8.0,64.0,36.0,722.5,0.0,80.0,2.5,0.0,19.19,0.4,254.0,16874.0,2021-12-04 02:00:00
4463,1.18,13.9,18.6,32.5,7.0,57.0,40.0,722.4,0.0,82.0,2.8,0.0,18.59,0.6,244.0,16875.0,2021-12-04 03:00:00
4464,0.93,5.9,17.1,22.9,10.0,61.0,34.0,722.3,0.0,84.0,2.7,0.0,18.1,0.8,292.0,16876.0,2021-12-04 04:00:00
4465,1.08,13.3,27.9,41.2,6.0,61.0,44.0,722.6,0.0,82.0,3.1,0.0,18.22,1.4,302.0,16879.0,2021-12-04 07:00:00
4466,1.55,38.6,29.7,68.3,6.0,65.0,47.0,722.8,0.0,79.0,4.3,0.023,19.03,1.7,270.0,16880.0,2021-12-04 08:00:00
4467,2.65,110.3,36.9,147.2,8.0,85.0,76.0,722.9,0.0,73.0,5.0,0.126,21.34,0.8,242.0,16881.0,2021-12-04 09:00:00
4468,1.66,24.2,39.7,63.9,21.0,143.0,73.0,723.1,0.0,62.0,6.5,0.234,24.21,1.2,337.0,16882.0,2021-12-04 10:00:00
4469,1.37,12.0,35.8,47.8,38.0,122.0,69.0,723.1,0.0,55.0,6.7,0.321,25.9,2.2,335.0,16883.0,2021-12-04 11:00:00
4470,1.21,9.6,28.8,38.4,46.0,113.0,58.0,722.9,0.0,49.0,7.8,0.358,27.61,1.7,326.0,16884.0,2021-12-04 12:00:00
4471,0.96,6.4,21.2,27.7,52.0,108.0,46.0,722.8,0.0,45.0,7.8,0.332,28.99,1.0,4.0,16885.0,2021-12-04 13:00:00
4472,0.9,5.1,16.2,21.2,53.0,87.0,34.0,722.6,0.0,46.0,6.7,0.186,29.07,3.0,100.0,16886.0,2021-12-04 14:00:00
4473,0.94,3.3,14.2,17.5,78.0,65.0,41.0,722.4,0.0,48.0,15.3,0.22,28.44,8.9,103.0,16887.0,2021-12-04 15:00:00
4474,0.92,3.0,13.6,16.6,82.0,68.0,49.0,722.3,0.0,47.0,36.8,0.069,28.38,10.2,113.0,16888.0,2021-12-04 16:00:00
4475,1.18,6.5,26.4,32.9,48.0,66.0,42.0,722.4,0.0,48.0,28.4,0.036,27.84,8.8,131.0,16889.0,2021-12-04 17:00:00
4476,1.57,9.9,42.2,52.0,35.0,67.0,50.0,722.5,0.0,53.0,12.3,0.011,26.53,3.0,145.0,16890.0,2021-12-04 18:00:00
4477,1.95,12.2,51.2,63.4,22.0,81.0,77.0,722.6,0.0,60.0,12.0,0.0,25.15,1.6,166.0,16891.0,2021-12-04 19:00:00
4478,2.24,34.3,48.9,83.1,10.0,142.0,111.0,722.7,0.0,66.0,7.0,0.0,23.37,1.3,178.0,16893.0,2021-12-04 21:00:00
4479,1.61,15.2,33.7,49.0,10.0,140.0,63.0,722.7,0.0,69.0,4.5,0.0,22.22,1.4,193.0,16894.0,2021-12-04 22:00:00
4480,1.06,10.1,16.0,26.1,12.0,85.0,31.0,722.6,0.0,80.0,3.4,0.0,20.2,1.2,160.0,16896.0,2021-12-05 00:00:00
4481,0.91,6.3,10.1,16.3,17.0,59.0,21.0,722.4,0.0,83.0,2.7,0.0,20.5,1.1,138.0,16897.0,2021-12-05 01:00:00
4482,0.76,2.5,5.0,7.5,19.0,40.0,18.0,722.3,0.0,87.0,2.8,0.0,19.82,1.3,82.0,16898.0,2021-12-05 02:00:00
4483,0.78,3.2,5.2,8.4,18.0,32.0,19.0,722.2,0.0,89.0,3.8,0.001,19.23,1.1,124.0,16899.0,2021-12-05 03:00:00
4484,0.81,3.5,7.0,10.5,16.0,34.0,30.0,722.2,0.0,89.0,3.1,0.001,19.0,1.4,162.0,16900.0,2021-12-05 04:00:00
4485,0.81,4.1,8.0,12.1,15.0,43.0,33.0,722.1,0.0,89.0,2.7,0.0,19.2,1.2,168.0,16901.0,2021-12-05 05:00:00
4486,0.75,2.5,5.8,8.3,17.0,41.0,25.0,722.1,0.0,89.0,2.5,0.0,19.31,1.3,97.0,16902.0,2021-12-05 06:00:00
4487,0.78,2.6,7.2,9.8,14.0,32.0,22.0,722.2,0.0,89.0,2.4,0.001,19.11,1.3,53.0,16903.0,2021-12-05 07:00:00
4488,0.74,2.7,5.0,7.6,16.0,34.0,20.0,722.3,0.0,90.0,2.3,0.007,18.67,1.3,68.0,16904.0,2021-12-05 08:00:00
4489,0.81,4.2,6.7,11.0,15.0,29.0,19.0,722.3,0.0,90.0,2.2,0.037,18.71,1.1749999999999998,127.0,16905.0,2021-12-05 09:00:00
4490,0.87,5.7,7.3,13.0,18.0,33.0,23.0,722.5,0.0,89.0,2.3,0.106,19.42,1.2,111.0,16906.0,2021-12-05 10:00:00
4491,0.86,4.6,6.7,11.3,24.0,32.0,29.0,722.3,0.0,83.0,2.4,0.161,21.06,1.2,68.0,16907.0,2021-12-05 11:00:00
4492,0.97,5.4,9.6,15.0,29.0,39.0,39.0,722.1,0.0,72.0,2.6,0.201,22.55,0.4,340.0,16908.0,2021-12-05 12:00:00
4493,1.08,6.7,13.9,20.6,33.0,49.0,49.0,721.8,0.0,67.0,2.8,0.211,23.44,0.5,168.0,16909.0,2021-12-05 13:00:00
4494,1.15,6.3,16.5,22.8,39.0,64.0,57.0,721.4,0.0,66.0,2.7,0.172,23.54,1.1,117.0,16910.0,2021-12-05 14:00:00
4495,1.07,6.0,14.1,20.1,47.0,73.0,55.0,721.1,0.0,62.0,2.8,0.233,25.0,1.1,128.0,16911.0,2021-12-05 15:00:00
4496,0.98,4.6,11.2,15.9,50.0,70.0,45.0,720.9,0.0,59.0,2.7,0.083,25.77,1.2,124.0,16912.0,2021-12-05 16:00:00
4497,1.04,5.0,14.3,19.3,41.0,59.0,38.0,720.8,0.0,60.0,2.6,0.033,25.42,1.3,122.0,16913.0,2021-12-05 17:00:00
4498,1.13,3.3,19.4,22.7,32.0,53.0,41.0,721.0,0.0,64.0,2.4,0.013,24.37,1.4,113.0,16914.0,2021-12-05 18:00:00
4499,2.37,29.0,36.2,65.3,9.0,136.0,136.0,721.3,0.0,70.0,3.2,0.0,22.99,1.2,52.0,16916.0,2021-12-05 20:00:00
4500,2.44,45.5,39.3,84.8,8.0,161.0,116.0,721.5,0.0,72.0,5.9,0.0,22.41,0.6,307.0,16917.0,2021-12-05 21:00:00
4501,2.41,54.0,37.8,91.8,6.0,146.0,89.0,721.6,0.0,74.0,7.0,0.0,21.96,1.3,267.0,16918.0,2021-12-05 22:00:00
4502,2.26,35.2,34.1,69.2,7.0,128.0,96.0,721.7,0.0,76.0,5.3,0.0,21.41,1.4,271.0,16919.0,2021-12-05 23:00:00
4503,2.36,47.2,37.6,84.8,7.0,122.0,122.0,721.6,0.0,77.0,5.1,0.0,21.13,1.4,279.0,16920.0,2021-12-06 00:00:00
4504,2.39,53.8,37.8,91.6,6.0,132.0,112.0,721.6,0.0,78.0,5.0,0.0,20.91,1.1,293.0,16921.0,2021-12-06 01:00:00
4505,2.31,50.7,40.0,90.6,7.0,124.0,103.0,721.5,0.0,79.0,5.1,0.0,20.56,1.3,257.0,16922.0,2021-12-06 02:00:00
4506,2.07,40.5,38.3,78.8,6.0,121.0,103.0,721.5,0.0,79.0,4.9,0.0,19.98,1.4,238.0,16923.0,2021-12-06 03:00:00
4507,1.6,17.2,34.7,51.9,6.0,126.0,85.0,721.6,0.0,80.0,4.8,0.0,19.54,1.4,251.0,16924.0,2021-12-06 04:00:00
4508,1.42,11.8,31.5,43.3,6.0,107.0,85.0,721.6,0.0,81.0,4.0,0.0,19.13,1.4,270.0,16925.0,2021-12-06 05:00:00
4509,1.33,10.6,26.5,37.2,7.0,97.0,77.0,721.7,0.0,82.0,3.6,0.0,18.7,1.5,257.0,16926.0,2021-12-06 06:00:00
4510,1.88,53.6,31.2,84.8,7.0,97.0,81.0,721.8,0.0,79.0,4.2,0.0,19.05,1.4,234.0,16927.0,2021-12-06 07:00:00
4511,2.01,57.2,33.3,90.5,7.0,121.0,86.0,722.1,0.0,73.0,4.6,0.012,19.82,2.2,255.0,16928.0,2021-12-06 08:00:00
4512,2.26,79.3,34.1,113.5,9.0,123.0,82.0,722.2,0.0,68.0,5.0,0.099,21.01,1.7,258.0,16929.0,2021-12-06 09:00:00
4513,1.56,20.7,30.2,50.9,17.0,136.0,68.0,722.5,0.0,58.0,4.9,0.216,23.89,5.5,279.0,16930.0,2021-12-06 10:00:00
4514,0.98,7.3,13.5,20.8,32.0,111.0,37.0,722.7,0.0,52.0,5.2,0.391,25.74,8.1,305.0,16931.0,2021-12-06 11:00:00
4515,0.97,6.1,12.8,18.9,36.0,72.0,33.0,722.7,0.0,47.0,6.3,0.297,27.03,9.0,303.0,16932.0,2021-12-06 12:00:00
4516,0.93,5.8,12.2,18.0,41.0,72.0,29.0,722.5,0.0,41.0,8.0,0.356,29.04,8.9,328.0,16933.0,2021-12-06 13:00:00
4517,0.85,4.4,8.8,13.2,47.0,73.0,26.0,722.2,0.0,36.0,4.5,0.208,30.88,7.8,289.0,16934.0,2021-12-06 14:00:00
4518,0.76,4.2,7.7,11.9,41.0,49.0,25.0,722.1,0.0,36.0,3.4,0.244,30.66,13.1,6.0,16935.0,2021-12-06 15:00:00
4519,0.76,4.6,8.6,13.1,35.0,81.0,38.0,722.4,0.0,49.0,3.5,0.078,27.21,14.0,347.0,16936.0,2021-12-06 16:00:00
4520,0.79,3.5,7.1,10.5,36.0,92.0,36.0,722.7,0.0,54.0,3.6,0.06,25.06,11.9,322.0,16937.0,2021-12-06 17:00:00
4521,0.83,3.9,9.4,13.3,31.0,70.0,31.0,722.9,0.0,60.0,2.8,0.012,22.72,10.9,314.0,16938.0,2021-12-06 18:00:00
4522,0.93,6.1,13.3,19.5,25.0,64.0,29.0,723.2,0.0,66.0,2.6,0.0,21.28,9.5,302.0,16939.0,2021-12-06 19:00:00
4523,1.01,10.8,18.1,28.9,17.0,53.0,28.0,723.4,0.0,62.0,2.7,0.0,20.7,11.9,274.0,16940.0,2021-12-06 20:00:00
4524,0.93,9.6,18.8,28.4,16.0,69.0,29.0,723.5,0.0,55.0,2.8,0.0,20.05,9.3,288.0,16941.0,2021-12-06 21:00:00
4525,0.79,4.7,15.1,19.8,21.0,84.0,31.0,723.6,0.0,49.0,4.0,0.0,19.05,12.8,309.0,16942.0,2021-12-06 22:00:00
4526,0.81,6.0,16.8,22.8,20.0,85.0,24.0,723.8,0.0,44.0,4.5,0.0,18.36,4.5,303.0,16943.0,2021-12-06 23:00:00
4527,0.79,5.3,16.2,21.5,24.0,72.0,20.0,723.9,0.0,39.0,4.0,0.0,17.65,7.1,281.0,16944.0,2021-12-07 00:00:00
4528,0.72,5.0,14.9,19.9,28.0,65.0,14.0,723.7,0.0,35.0,2.6,0.0,16.97,7.0,282.0,16945.0,2021-12-07 01:00:00
4529,0.66,3.6,10.8,14.5,32.0,54.0,12.0,723.6,0.0,34.0,2.4,0.0,16.71,5.8,279.0,16946.0,2021-12-07 02:00:00
4530,0.64,2.5,8.3,10.9,33.0,44.0,14.0,723.5,0.0,36.0,2.8,0.0,16.8,1.6,249.0,16947.0,2021-12-07 03:00:00
4531,0.66,2.5,8.8,11.2,33.0,38.0,17.0,723.5,0.0,36.0,3.9,0.0,16.56,1.3,296.0,16948.0,2021-12-07 04:00:00
4532,0.69,3.625,8.3,10.8,32.0,47.0,19.0,723.4,0.0,36.0,4.6,0.0,16.28,1.4,319.0,16949.0,2021-12-07 05:00:00
4533,0.78,2.3,9.4,11.8,31.0,50.0,21.0,723.3,0.0,36.0,6.4,0.0,16.29,1.4,315.0,16950.0,2021-12-07 06:00:00
4534,0.73,2.6,15.7,18.3,25.0,50.0,18.0,723.3,0.0,36.0,6.7,0.0,16.09,1.3,13.0,16951.0,2021-12-07 07:00:00
4535,0.75,4.6,22.1,26.7,19.0,59.0,18.0,723.5,0.0,36.0,3.8,0.009,15.74,1.2,38.0,16952.0,2021-12-07 08:00:00
