date,NO,NO2,NOX,SO2,TOUT,RH,day
2021-12-16 18:00:00,6.1,18.2,24.2,3.2,27.71,48.0,2021-12-16
2021-12-16 19:00:00,34.4,29.5,63.7,3.3,25.96,53.0,2021-12-16
2021-12-16 20:00:00,82.1,40.8,122.7,3.6,23.7,63.0,2021-12-16
2021-12-16 21:00:00,97.1,36.6,133.5,3.6,22.13,68.0,2021-12-16
2021-12-16 22:00:00,73.3,30.4,103.4,3.4,21.54,69.0,2021-12-16
2021-12-16 23:00:00,11.6,27.7,39.1,7.2,21.64,67.0,2021-12-16
2021-12-17 00:00:00,3.5,6.3,9.7,4.0,20.86,75.0,2021-12-17
2021-12-17 01:00:00,3.1,4.2,7.2,3.0,20.15,79.0,2021-12-17
2021-12-17 02:00:00,2.9,4.5,7.3,2.9,19.85,78.0,2021-12-17
2021-12-17 03:00:00,2.8,3.3,5.9,2.8,19.18,81.0,2021-12-17
2021-12-17 04:00:00,2.9,2.4,5.2,2.8,18.53,81.0,2021-12-17
2021-12-17 05:00:00,3.2,4.3,7.3,2.7,18.12,82.0,2021-12-17
2021-12-17 06:00:00,10.3,11.8,22.0,2.7,17.13,86.0,2021-12-17
2021-12-17 07:00:00,12.1,13.2,25.1,2.5,16.71,88.0,2021-12-17
2021-12-17 08:00:00,11.3,14.7,25.8,2.8,17.15,87.0,2021-12-17
2021-12-17 09:00:00,12.2,13.6,25.7,3.0,18.45,84.0,2021-12-17
2021-12-17 10:00:00,6.2,7.6,13.6,4.3,20.04,77.0,2021-12-17
2021-12-17 11:00:00,4.8,6.8,11.5,6.7,22.05,68.0,2021-12-17
2021-12-17 12:00:00,5.2,8.3,13.4,6.8,22.78,64.0,2021-12-17
2021-12-17 13:00:00,4.8,10.5,15.2,9.4,23.86,60.0,2021-12-17
2021-12-17 14:00:00,5.1,11.5,16.4,6.1,25.49,54.0,2021-12-17
2021-12-17 15:00:00,4.8,9.8,14.4,4.2,26.22,52.0,2021-12-17
2021-12-17 16:00:00,4.0,7.9,11.7,3.7,27.36,49.0,2021-12-17
2021-12-17 17:00:00,3.6,8.2,11.6,3.4,27.15,49.0,2021-12-17
2021-12-17 18:00:00,3.3,17.5,20.6,4.1,26.26,53.0,2021-12-17
2021-12-17 19:00:00,5.4,37.1,42.3,8.8,24.69,59.0,2021-12-17
2021-12-17 20:00:00,17.8,41.7,59.3,8.8,23.46,63.0,2021-12-17
2021-12-17 21:00:00,30.4,39.2,69.5,6.5,22.38,67.0,2021-12-17
2021-12-17 22:00:00,53.5,33.2,86.6,4.2,21.14,74.0,2021-12-17
2021-12-17 23:00:00,70.5,30.9,101.3,3.7,20.95,75.0,2021-12-17
2021-12-18 00:00:00,43.6,26.7,70.2,3.5,20.1,77.0,2021-12-18
2021-12-18 01:00:00,29.0,21.5,50.4,3.3,19.43,79.0,2021-12-18
2021-12-18 02:00:00,41.8,24.2,65.9,3.3,19.15,79.0,2021-12-18
2021-12-18 03:00:00,47.6,26.3,73.7,3.4,19.32,79.0,2021-12-18
2021-12-18 04:00:00,43.1,24.6,67.5,3.7,18.64,82.0,2021-12-18
2021-12-18 05:00:00,32.3,20.7,52.8,3.2,18.03,86.0,2021-12-18
2021-12-18 06:00:00,38.4,16.8,55.1,3.1,18.04,88.0,2021-12-18
2021-12-18 07:00:00,31.5,14.5,45.9,2.9,18.47,89.0,2021-12-18
2021-12-18 08:00:00,60.7,15.8,76.4,3.1,18.38,89.0,2021-12-18
2021-12-18 09:00:00,103.2,26.4,129.3,3.6,18.52,86.0,2021-12-18
2021-12-18 10:00:00,89.0,34.3,123.1,3.5,19.41,81.0,2021-12-18
2021-12-18 11:00:00,92.9,44.7,137.3,3.8,20.61,77.0,2021-12-18
2021-12-18 12:00:00,35.9,49.6,85.2,4.3,22.63,67.0,2021-12-18
2021-12-18 13:00:00,14.0,37.1,50.9,4.9,24.33,61.0,2021-12-18
2021-12-18 14:00:00,8.4,24.9,33.1,5.2,26.19,56.0,2021-12-18
2021-12-18 15:00:00,5.7,25.1,30.6,19.8,27.25,50.0,2021-12-18
2021-12-18 16:00:00,4.4,17.6,21.8,19.2,26.3,56.0,2021-12-18
2021-12-18 17:00:00,5.3,14.6,19.7,5.9,25.57,62.0,2021-12-18
2021-12-18 18:00:00,7.5,20.0,27.3,4.8,24.81,64.0,2021-12-18
2021-12-18 19:00:00,6.7,19.2,25.7,3.8,23.74,63.0,2021-12-18
2021-12-18 20:00:00,9.3,21.4,30.6,4.7,22.91,63.0,2021-12-18
2021-12-18 21:00:00,3.4,6.5,9.8,3.4,21.65,67.0,2021-12-18
2021-12-18 22:00:00,7.3,10.9,18.1,2.8,19.13,75.0,2021-12-18
2021-12-18 23:00:00,5.2,11.4,16.4,2.7,17.36,80.0,2021-12-18
2021-12-19 00:00:00,3.2,8.6,11.7,2.4,15.93,85.0,2021-12-19
2021-12-19 01:00:00,4.0,9.7,13.5,2.5,15.67,85.0,2021-12-19
2021-12-19 02:00:00,3.2,6.3,9.4,2.4,14.72,80.0,2021-12-19
2021-12-19 03:00:00,2.9,5.7,8.5,2.4,14.04,79.0,2021-12-19
2021-12-19 04:00:00,2.9,5.3,8.1,2.4,13.5,76.0,2021-12-19
2021-12-19 05:00:00,2.9,5.0,7.7,2.4,12.88,75.0,2021-12-19
2021-12-19 06:00:00,2.7,4.5,7.1,2.4,12.14,69.0,2021-12-19
2021-12-19 07:00:00,3.2,5.7,8.9,2.4,11.82,62.0,2021-12-19
2021-12-19 08:00:00,3.9,7.9,11.6,2.4,11.48,60.0,2021-12-19
2021-12-19 09:00:00,4.2,8.3,12.4,2.4,11.23,58.0,2021-12-19
2021-12-19 10:00:00,5.1,8.8,13.8,2.433333333333333,10.78,57.0,2021-12-19
2021-12-19 11:00:00,5.4,7.6,12.8,2.466666666666667,10.99,58.0,2021-12-19
2021-12-19 12:00:00,4.8,6.8,11.5,2.5,10.89,61.0,2021-12-19
2021-12-19 13:00:00,4.8,7.5,12.2,2.4,9.96,73.0,2021-12-19
2021-12-19 14:00:00,5.0,7.2,12.0,2.4,9.59,79.0,2021-12-19
2021-12-19 15:00:00,4.7,7.3,11.8,2.4,10.14,80.0,2021-12-19
2021-12-19 16:00:00,4.4,6.5,10.8,2.4,9.51,81.0,2021-12-19
2021-12-19 17:00:00,4.7,6.8,11.4,2.5,9.09,82.0,2021-12-19
2021-12-19 18:00:00,4.8,8.9,13.6,2.4,9.05,82.0,2021-12-19
2021-12-19 19:00:00,4.9,10.6,15.2,2.4,8.87,82.0,2021-12-19
2021-12-19 20:00:00,3.6,10.5,13.9,2.5,8.7,83.0,2021-12-19
2021-12-19 21:00:00,3.5,7.7,11.0,2.4,8.66,86.0,2021-12-19
2021-12-19 22:00:00,4.3,9.6,13.8,2.5,8.82,86.0,2021-12-19
2021-12-19 23:00:00,5.7,10.8,16.3,2.6,8.79,88.0,2021-12-19
2021-12-20 00:00:00,3.4,5.7,8.9,2.6,8.37,89.0,2021-12-20
2021-12-20 01:00:00,3.1,3.5,6.5,2.5,7.99,90.0,2021-12-20
2021-12-20 02:00:00,2.9,3.4,6.2,2.6,7.83,91.0,2021-12-20
2021-12-20 03:00:00,2.6,2.6,5.1,2.4,7.72,91.0,2021-12-20
2021-12-20 04:00:00,2.5,2.4,4.8,2.4,7.66,92.0,2021-12-20
2021-12-20 05:00:00,2.6,2.6,5.1,2.4,7.43,92.0,2021-12-20
2021-12-20 06:00:00,3.3,3.5,6.6,2.5,7.4,92.0,2021-12-20
2021-12-20 07:00:00,4.1,5.1,9.1,2.5,7.49,92.0,2021-12-20
2021-12-20 08:00:00,6.9,9.7,16.4,2.5,7.83,92.0,2021-12-20
2021-12-20 09:00:00,12.0,11.0,22.8,2.5,8.32,90.0,2021-12-20
2021-12-20 10:00:00,9.7,9.9,19.5,2.5,9.69,86.0,2021-12-20
2021-12-20 11:00:00,16.1,13.2,29.2,2.7,10.59,80.0,2021-12-20
2021-12-20 12:00:00,19.1,12.7,31.8,2.9,11.46,79.0,2021-12-20
2021-12-20 13:00:00,15.0,11.2,26.2,2.8,13.62,72.0,2021-12-20
2021-12-20 14:00:00,11.7,12.8,24.4,2.8,16.07,64.0,2021-12-20
2021-12-20 15:00:00,7.6,14.0,21.4,5.0,17.33,61.0,2021-12-20
2021-12-20 16:00:00,4.9,17.0,21.6,10.9,17.99,60.0,2021-12-20
2021-12-20 17:00:00,5.1,13.8,18.7,9.4,17.34,64.0,2021-12-20
2021-12-20 18:00:00,5.6,14.0,19.4,4.8,16.01,67.0,2021-12-20
2021-12-20 19:00:00,16.0,22.3,38.2,3.3,14.8,71.0,2021-12-20
2021-12-20 20:00:00,15.0,21.2,36.2,2.9,13.7,77.0,2021-12-20
2021-12-20 21:00:00,53.4,22.5,75.7,3.0,12.67,82.0,2021-12-20
2021-12-20 22:00:00,25.3,19.2,44.4,2.9,11.45,85.0,2021-12-20
2021-12-20 23:00:00,53.7,20.1,73.6,3.0,11.1,86.0,2021-12-20
2021-12-21 00:00:00,58.0,16.1,74.0,2.9,10.41,87.0,2021-12-21
2021-12-21 01:00:00,83.6,16.5,99.9,3.1,10.23,88.0,2021-12-21
2021-12-21 02:00:00,43.5,17.8,61.3,2.9,9.95,88.0,2021-12-21
2021-12-21 03:00:00,57.7,15.2,72.8,2.9,8.91,89.0,2021-12-21
2021-12-21 04:00:00,68.1,14.4,82.4,3.0,8.77,90.0,2021-12-21
2021-12-21 05:00:00,94.6,19.1,113.6,3.3,9.42,90.0,2021-12-21
2021-12-21 06:00:00,92.4,18.8,111.1,3.4,9.07,89.0,2021-12-21
2021-12-21 07:00:00,101.9,14.7,116.5,3.4,8.13,90.0,2021-12-21
2021-12-21 08:00:00,111.0,16.9,127.8,3.5,8.52,90.0,2021-12-21
2021-12-21 09:00:00,131.0,22.1,152.8,3.7,10.93,86.0,2021-12-21
2021-12-21 10:00:00,72.5,33.9,106.3,4.0,14.85,73.0,2021-12-21
2021-12-21 11:00:00,39.9,42.1,81.9,4.8,17.89,62.0,2021-12-21
2021-12-21 12:00:00,18.3,42.5,60.6,6.4,20.01,52.0,2021-12-21
2021-12-21 13:00:00,3.9,21.4,25.1,10.1,21.6,45.0,2021-12-21
2021-12-21 14:00:00,3.6,12.6,16.1,13.0,23.13,37.0,2021-12-21
2021-12-21 15:00:00,3.5,10.3,13.6,9.0,23.99,34.0,2021-12-21
2021-12-21 16:00:00,3.8,9.0,12.6,5.4,24.11,34.0,2021-12-21
2021-12-21 17:00:00,4.5,11.5,15.8,4.0,23.58,35.0,2021-12-21
2021-12-21 18:00:00,7.9,30.4,38.1,3.8,22.73,38.0,2021-12-21
2021-12-21 19:00:00,40.7,52.9,93.5,4.5,20.52,43.0,2021-12-21
2021-12-21 20:00:00,84.9,45.5,130.2,4.1,17.96,59.0,2021-12-21
2021-12-21 21:00:00,139.7,36.3,175.7,4.1,16.15,69.0,2021-12-21
2021-12-21 22:00:00,189.4,32.7,221.7,4.2,15.37,69.0,2021-12-21
2021-12-21 23:00:00,80.8,34.2,114.8,3.4,14.64,68.0,2021-12-21
2021-12-22 00:00:00,67.4,30.1,97.4,3.7,12.96,72.0,2021-12-22
2021-12-22 01:00:00,67.9,28.9,96.7,3.4,11.68,78.0,2021-12-22
2021-12-22 02:00:00,34.0,26.1,60.0,2.9,11.71,79.0,2021-12-22
2021-12-22 03:00:00,15.7,19.3,34.8,2.7,12.06,78.0,2021-12-22
2021-12-22 04:00:00,35.5,20.5,55.9,2.7,10.04,85.0,2021-12-22
2021-12-22 05:00:00,61.1,18.4,79.5,3.0,9.36,86.0,2021-12-22
2021-12-22 06:00:00,59.8,23.4,83.1,3.2,9.93,82.0,2021-12-22
2021-12-22 07:00:00,55.2,19.3,74.4,2.9,8.92,82.0,2021-12-22
2021-12-22 08:00:00,77.7,17.9,95.5,3.0,9.14,81.0,2021-12-22
2021-12-22 09:00:00,74.8,21.6,96.3,3.2,12.67,67.0,2021-12-22
2021-12-22 10:00:00,87.7,36.2,123.8,3.8,18.18,52.0,2021-12-22
2021-12-22 11:00:00,57.6,41.3,98.7,4.4,21.17,41.0,2021-12-22
2021-12-22 12:00:00,10.3,19.5,29.6,4.8,25.27,28.0,2021-12-22
2021-12-22 13:00:00,5.5,13.1,18.4,4.2,26.37,25.0,2021-12-22
2021-12-22 14:00:00,4.1,8.2,12.1,3.4,27.18,22.0,2021-12-22
2021-12-22 15:00:00,4.7,8.7,13.3,3.7,26.9,25.0,2021-12-22
2021-12-22 16:00:00,4.6,8.9,13.3,3.1,27.02,26.0,2021-12-22
2021-12-22 17:00:00,7.6,15.4,22.8,6.4,26.83,25.0,2021-12-22
2021-12-22 18:00:00,9.3,24.0,33.1,3.7,25.39,31.0,2021-12-22
2021-12-22 19:00:00,19.1,35.4,54.4,3.2,22.91,38.0,2021-12-22
2021-12-22 20:00:00,73.9,37.9,111.6,3.4,20.43,50.0,2021-12-22
2021-12-22 21:00:00,185.5,36.7,221.9,4.1,19.42,53.0,2021-12-22
2021-12-22 22:00:00,174.1,30.1,203.8,3.9,17.03,64.0,2021-12-22
2021-12-22 23:00:00,183.8,29.4,212.8,3.9,15.65,70.0,2021-12-22
2021-12-23 00:00:00,97.6,29.8,127.1,3.5,14.61,74.0,2021-12-23
2021-12-23 01:00:00,20.4,21.2,41.4,2.9,14.6,78.0,2021-12-23
2021-12-23 02:00:00,5.2,12.9,17.9,2.9,14.02,82.0,2021-12-23
2021-12-23 03:00:00,23.4,18.3,41.6,2.7,13.04,88.0,2021-12-23
2021-12-23 04:00:00,17.3,14.8,32.0,2.6,12.37,91.0,2021-12-23
2021-12-23 05:00:00,24.0,14.2,38.1,2.7,12.49,92.0,2021-12-23
2021-12-23 06:00:00,60.1,16.8,76.8,2.9,11.85,92.0,2021-12-23
2021-12-23 07:00:00,60.1,16.7,76.7,3.0,10.86,92.0,2021-12-23
2021-12-23 08:00:00,112.0,17.2,129.0,3.4,10.91,92.0,2021-12-23
2021-12-23 09:00:00,147.2,32.2,179.1,3.6,13.82,86.0,2021-12-23
2021-12-23 10:00:00,83.0,40.4,123.3,3.7,17.46,65.0,2021-12-23
2021-12-23 11:00:00,38.0,43.4,81.3,5.2,20.71,53.0,2021-12-23
2021-12-23 12:00:00,28.6,54.2,82.5,6.2,23.56,40.0,2021-12-23
2021-12-23 13:00:00,17.0,49.7,66.5,5.6,25.19,34.0,2021-12-23
2021-12-23 14:00:00,6.3,18.5,24.6,5.5,25.54,35.0,2021-12-23
2021-12-23 15:00:00,4.8,11.3,15.9,5.5,26.34,36.0,2021-12-23
2021-12-23 16:00:00,6.5,10.0,16.3,4.3,26.77,39.0,2021-12-23
2021-12-23 17:00:00,5.9,9.5,15.2,3.4,26.53,40.0,2021-12-23
2021-12-23 18:00:00,5.3,14.3,19.5,3.1,24.96,47.0,2021-12-23
2021-12-23 19:00:00,8.1,20.5,28.4,2.9,22.86,56.0,2021-12-23
2021-12-23 20:00:00,11.4,25.6,36.9,2.9,21.11,62.0,2021-12-23
2021-12-23 21:00:00,18.0,31.3,49.2,3.0,20.35,64.0,2021-12-23
2021-12-23 22:00:00,75.3,27.4,102.5,3.4,18.63,71.0,2021-12-23
2021-12-23 23:00:00,48.7,23.8,72.3,3.4,17.66,76.0,2021-12-23
2021-12-24 00:00:00,40.0,22.6,62.5,3.1,16.97,80.0,2021-12-24
2021-12-24 01:00:00,7.6,16.0,23.5,2.7,15.74,85.0,2021-12-24
2021-12-24 02:00:00,3.3,8.1,11.3,2.6,14.78,91.0,2021-12-24
2021-12-24 03:00:00,7.4,10.5,17.7,2.6,13.92,93.0,2021-12-24
2021-12-24 04:00:00,5.3,8.4,13.6,2.5,14.14,93.0,2021-12-24
2021-12-24 05:00:00,4.4,9.7,13.9,2.5,14.41,93.0,2021-12-24
2021-12-24 06:00:00,5.5,13.2,18.5,2.5,14.57,94.0,2021-12-24
2021-12-24 07:00:00,13.4,13.4,26.7,2.6,14.33,94.0,2021-12-24
2021-12-24 08:00:00,33.0,12.8,45.7,2.9,13.76,94.0,2021-12-24
2021-12-24 09:00:00,50.7,15.5,66.2,3.5,14.15,93.0,2021-12-24
2021-12-24 10:00:00,36.2,23.6,59.8,3.1,16.24,92.0,2021-12-24
2021-12-24 11:00:00,17.5,26.7,43.9,3.7,20.01,76.0,2021-12-24
2021-12-24 12:00:00,7.5,15.3,22.7,4.7,21.83,61.0,2021-12-24
2021-12-24 13:00:00,6.3,14.0,20.1,4.7,22.83,59.0,2021-12-24
2021-12-24 14:00:00,5.2,11.1,16.1,4.1,24.67,52.0,2021-12-24
2021-12-24 15:00:00,4.3,9.4,13.5,4.4,26.13,51.0,2021-12-24
2021-12-24 16:00:00,4.6,9.1,13.5,3.8,27.38,46.0,2021-12-24
2021-12-24 17:00:00,4.6,9.3,13.7,3.3,27.66,42.0,2021-12-24
2021-12-24 18:00:00,5.0,18.5,23.4,3.0,26.67,45.0,2021-12-24
2021-12-24 19:00:00,5.2,21.1,26.1,2.9,24.76,55.0,2021-12-24
2021-12-24 20:00:00,8.5,19.5,27.8,3.0,23.35,62.0,2021-12-24
2021-12-24 21:00:00,38.1,29.2,67.2,3.1,21.06,72.0,2021-12-24
2021-12-24 22:00:00,40.0,23.0,62.9,3.3,20.01,76.0,2021-12-24
2021-12-24 23:00:00,22.8,19.0,41.8,2.9,17.65,81.0,2021-12-24
2021-12-25 00:00:00,63.0,19.5,82.4,3.3,17.23,83.0,2021-12-25
2021-12-25 01:00:00,17.7,16.0,33.6,3.1,17.33,84.0,2021-12-25
2021-12-25 02:00:00,7.7,12.8,20.4,2.7,16.54,86.0,2021-12-25
2021-12-25 03:00:00,13.1,12.2,25.2,2.6,15.72,87.0,2021-12-25
2021-12-25 04:00:00,4.1,9.7,13.6,2.6,15.37,88.0,2021-12-25
2021-12-25 05:00:00,5.4,12.9,18.0,2.6,15.2,88.0,2021-12-25
2021-12-25 06:00:00,35.2,15.6,50.7,2.8,14.31,89.0,2021-12-25
2021-12-25 07:00:00,59.3,11.8,71.1,3.0,13.36,89.0,2021-12-25
2021-12-25 08:00:00,74.8,11.6,86.4,3.1,13.2,89.0,2021-12-25
2021-12-25 09:00:00,37.4,16.7,54.0,2.9,15.28,80.0,2021-12-25
2021-12-25 10:00:00,14.3,20.5,34.7,3.1,20.53,67.0,2021-12-25
2021-12-25 11:00:00,7.2,14.9,21.9,3.6,24.02,57.0,2021-12-25
2021-12-25 12:00:00,5.2,12.7,17.7,4.4,26.39,49.0,2021-12-25
2021-12-25 13:00:00,3.9,12.6,16.3,6.7,28.64,42.0,2021-12-25
2021-12-25 14:00:00,3.4,13.1,16.3,9.3,30.3,37.0,2021-12-25
2021-12-25 15:00:00,3.3,15.3,18.4,20.9,31.24,35.0,2021-12-25
2021-12-25 16:00:00,3.2,13.8,16.8,23.4,31.06,33.0,2021-12-25
2021-12-25 17:00:00,3.3,10.0,13.1,8.3,30.63,34.0,2021-12-25
2021-12-25 18:00:00,3.5,18.4,21.7,4.8,28.89,40.0,2021-12-25
2021-12-25 19:00:00,10.0,44.3,54.0,4.7,26.49,48.0,2021-12-25
2021-12-25 20:00:00,41.2,48.9,89.8,4.2,23.68,58.0,2021-12-25
2021-12-25 21:00:00,21.8,43.4,65.0,3.8,22.21,63.0,2021-12-25
2021-12-25 22:00:00,14.6,32.8,47.3,3.5,21.08,66.0,2021-12-25
2021-12-25 23:00:00,3.8,16.9,20.5,3.3,20.37,70.0,2021-12-25
2021-12-26 00:00:00,4.9,15.9,20.6,3.0,18.84,75.0,2021-12-26
2021-12-26 01:00:00,5.9,29.6,35.2,2.9,18.92,75.0,2021-12-26
2021-12-26 02:00:00,10.5,23.6,33.8,2.9,18.53,76.0,2021-12-26
2021-12-26 03:00:00,29.9,27.0,56.7,2.9,17.21,80.0,2021-12-26
2021-12-26 04:00:00,35.6,25.8,61.3,2.9,17.32,80.0,2021-12-26
2021-12-26 05:00:00,20.7,20.0,40.6,2.8,16.4,81.0,2021-12-26
2021-12-26 06:00:00,39.9,17.0,56.7,2.9,15.06,84.0,2021-12-26
2021-12-26 07:00:00,38.9,12.4,51.2,2.8,14.14,85.0,2021-12-26
2021-12-26 08:00:00,26.5,15.1,41.5,2.8,14.27,84.0,2021-12-26
2021-12-26 09:00:00,25.4,14.6,39.9,2.9,17.7,74.0,2021-12-26
2021-12-26 10:00:00,15.4,23.8,39.0,3.9,21.73,63.0,2021-12-26
2021-12-26 11:00:00,10.0,19.9,29.8,6.0,23.67,58.0,2021-12-26
2021-12-26 12:00:00,7.2,17.2,24.2,5.5,24.68,56.0,2021-12-26
2021-12-26 13:00:00,4.2,15.8,19.8,7.9,26.39,52.0,2021-12-26
2021-12-26 14:00:00,3.3,13.1,16.2,16.5,27.42,49.0,2021-12-26
2021-12-26 15:00:00,3.8,7.9,11.5,9.1,28.29,42.0,2021-12-26
2021-12-26 16:00:00,4.0,5.8,9.7,4.9,28.95,40.0,2021-12-26
2021-12-26 17:00:00,4.0,6.2,10.0,4.6,29.24,41.0,2021-12-26
2021-12-26 18:00:00,4.7,13.0,17.5,3.5,28.55,44.0,2021-12-26
2021-12-26 19:00:00,4.9,15.2,19.9,3.1,25.93,54.0,2021-12-26
2021-12-26 20:00:00,6.0,20.0,25.9,4.3,24.66,57.0,2021-12-26
2021-12-26 21:00:00,6.9,20.6,27.3,3.2,23.25,62.0,2021-12-26
2021-12-26 22:00:00,18.5,19.7,38.1,3.1,21.57,68.0,2021-12-26
2021-12-26 23:00:00,12.1,18.1,30.0,3.0,20.66,71.0,2021-12-26
2021-12-27 00:00:00,3.9,11.4,15.1,3.2,20.54,73.0,2021-12-27
2021-12-27 01:00:00,3.9,11.9,15.6,2.8,19.15,77.0,2021-12-27
2021-12-27 02:00:00,4.2,7.7,11.8,2.7,17.13,84.0,2021-12-27
2021-12-27 03:00:00,3.2,7.3,10.4,2.5,16.09,88.0,2021-12-27
2021-12-27 04:00:00,4.9,11.2,15.9,2.5,15.12,90.0,2021-12-27
2021-12-27 05:00:00,4.4,11.2,15.4,2.5,15.46,91.0,2021-12-27
2021-12-27 06:00:00,7.0,13.9,20.8,2.5,15.89,92.0,2021-12-27
2021-12-27 07:00:00,5.7,11.4,16.9,2.5,16.22,91.0,2021-12-27
2021-12-27 08:00:00,18.7,14.6,33.2,2.6,16.45,91.0,2021-12-27
2021-12-27 09:00:00,44.4,20.2,64.5,2.9,16.39,90.0,2021-12-27
2021-12-27 10:00:00,15.1,17.2,32.1,2.6,17.06,90.0,2021-12-27
2021-12-27 11:00:00,10.6,16.7,27.2,3.0,18.92,83.0,2021-12-27
2021-12-27 12:00:00,8.5,14.3,22.6,3.2,21.53,70.0,2021-12-27
2021-12-27 13:00:00,5.0,12.0,16.8,4.8,24.32,60.0,2021-12-27
2021-12-27 14:00:00,4.3,10.2,14.3,7.9,25.99,52.0,2021-12-27
2021-12-27 15:00:00,3.5,7.8,11.2,5.5,27.36,45.0,2021-12-27
2021-12-27 16:00:00,3.7,8.6,12.2,6.1,28.19,43.0,2021-12-27
2021-12-27 17:00:00,9.4,16.9,26.1,5.0,28.36,43.0,2021-12-27
2021-12-27 18:00:00,3.3,16.5,19.6,10.3,27.5,46.0,2021-12-27
2021-12-27 19:00:00,3.5,24.0,27.4,5.3,25.94,51.0,2021-12-27
2021-12-27 20:00:00,10.4,27.9,38.2,4.4,24.26,56.0,2021-12-27
2021-12-27 21:00:00,15.7,30.0,45.6,3.9,22.73,63.0,2021-12-27
2021-12-27 22:00:00,55.3,30.2,85.2,3.8,21.64,67.0,2021-12-27
2021-12-27 23:00:00,95.2,26.3,121.3,3.5,19.1,76.0,2021-12-27
2021-12-28 00:00:00,32.1,24.4,56.4,3.3,18.51,79.0,2021-12-28
2021-12-28 01:00:00,5.2,14.3,19.4,3.2,18.59,79.0,2021-12-28
2021-12-28 02:00:00,4.1,14.4,18.4,3.4,18.14,80.0,2021-12-28
2021-12-28 03:00:00,5.3,12.4,17.6,3.1,16.13,85.0,2021-12-28
2021-12-28 04:00:00,8.4,11.1,19.3,2.8,14.92,88.0,2021-12-28
2021-12-28 05:00:00,6.5,12.0,18.3,2.6,14.41,89.0,2021-12-28
2021-12-28 06:00:00,9.1,15.3,24.3,2.6,14.52,90.0,2021-12-28
2021-12-28 07:00:00,15.6,18.6,34.1,2.6,14.46,90.0,2021-12-28
2021-12-28 08:00:00,32.5,18.6,51.0,2.8,14.86,90.0,2021-12-28
2021-12-28 09:00:00,55.1,21.1,76.1,3.0,16.29,83.0,2021-12-28
2021-12-28 10:00:00,24.1,23.6,47.5,3.2,19.61,73.0,2021-12-28
2021-12-28 11:00:00,18.5,25.1,43.4,3.8,22.13,63.0,2021-12-28
2021-12-28 12:00:00,14.2,27.3,41.4,4.8,25.89,47.0,2021-12-28
2021-12-28 13:00:00,8.8,21.0,29.6,5.4,28.37,36.0,2021-12-28
2021-12-28 14:00:00,4.7,16.1,20.6,5.2,30.51,32.0,2021-12-28
2021-12-28 15:00:00,4.1,17.5,21.4,7.8,32.31,27.0,2021-12-28
2021-12-28 16:00:00,8.5,22.4,30.7,18.3,31.13,33.0,2021-12-28
2021-12-28 17:00:00,8.4,19.8,28.0,5.5,29.74,35.0,2021-12-28
2021-12-28 18:00:00,10.5,30.1,40.4,5.3,27.91,41.0,2021-12-28
2021-12-28 19:00:00,13.2,44.1,57.0,4.5,25.61,49.0,2021-12-28
2021-12-28 20:00:00,12.8,43.1,55.7,3.7,24.18,54.0,2021-12-28
2021-12-28 21:00:00,18.4,37.5,55.7,3.3,22.73,60.0,2021-12-28
2021-12-28 22:00:00,11.2,33.6,44.6,3.1,21.71,63.0,2021-12-28
2021-12-28 23:00:00,26.4,37.7,64.0,3.0,20.65,66.0,2021-12-28
2021-12-29 00:00:00,10.3,29.0,39.2,2.9,20.1,67.0,2021-12-29
2021-12-29 01:00:00,53.3,33.3,86.5,3.1,18.51,73.0,2021-12-29
2021-12-29 02:00:00,29.6,25.1,54.6,2.8,17.5,76.0,2021-12-29
2021-12-29 03:00:00,33.5,27.4,60.7,2.9,17.58,75.0,2021-12-29
2021-12-29 04:00:00,50.5,30.6,81.0,3.2,17.65,74.0,2021-12-29
2021-12-29 05:00:00,35.8,29.8,65.4,3.1,17.34,73.0,2021-12-29
2021-12-29 06:00:00,47.2,32.3,79.4,3.4,17.0,72.0,2021-12-29
2021-12-29 07:00:00,52.6,28.8,81.2,3.3,15.97,75.0,2021-12-29
2021-12-29 08:00:00,68.7,26.8,95.3,3.5,15.2,75.0,2021-12-29
2021-12-29 09:00:00,44.3,25.7,69.9,4.1,18.61,63.0,2021-12-29
2021-12-29 10:00:00,17.0,26.5,43.4,6.5,25.06,44.0,2021-12-29
2021-12-29 11:00:00,11.7,28.4,39.9,7.2,27.49,34.0,2021-12-29
2021-12-29 12:00:00,19.2,39.8,58.9,6.2,26.93,35.0,2021-12-29
2021-12-29 13:00:00,10.7,29.9,40.3,6.3,27.82,37.0,2021-12-29
2021-12-29 14:00:00,6.5,18.8,25.2,7.3,29.11,34.0,2021-12-29
2021-12-29 15:00:00,5.2,16.4,21.3,6.1,31.68,25.0,2021-12-29
2021-12-29 16:00:00,5.4,18.2,23.5,4.0,31.56,25.0,2021-12-29
2021-12-29 17:00:00,9.3,35.8,44.9,4.1,30.61,28.0,2021-12-29
2021-12-29 18:00:00,8.1,38.5,46.4,4.8,28.42,34.0,2021-12-29
2021-12-29 19:00:00,9.1,30.4,39.2,4.6,26.74,43.0,2021-12-29
2021-12-29 20:00:00,24.5,32.4,56.8,7.2,24.41,53.0,2021-12-29
2021-12-29 21:00:00,25.6,30.9,56.3,3.9,22.39,59.0,2021-12-29
2021-12-29 22:00:00,17.3,29.4,46.5,3.3,21.54,61.0,2021-12-29
