date,NO,NO2,NOX,SO2,TOUT,RH,day
2020-01-01 00:00:00,,,,,,,2020-01-01
2020-01-01 01:00:00,2.0,5.2,7.2,,11.68,93.0,2020-01-01
2020-01-01 02:00:00,2.6,5.0,7.6,,11.68,93.0,2020-01-01
2020-01-01 03:00:00,3.1,5.9,8.9,,11.7,93.0,2020-01-01
2020-01-01 04:00:00,2.0,4.5,6.5,,11.8,93.0,2020-01-01
2020-01-01 05:00:00,1.8,3.5,5.3,,11.83,93.0,2020-01-01
2020-01-01 06:00:00,1.5,2.4,3.8,,11.93,93.0,2020-01-01
2020-01-01 07:00:00,1.6,2.9,4.4,,12.01,93.0,2020-01-01
2020-01-01 08:00:00,2.2,4.0,6.2,,12.11,92.8,2020-01-01
2020-01-01 09:00:00,2.0,3.2,5.2,,12.24,92.6,2020-01-01
2020-01-01 10:00:00,2.4,4.7,7.1,,12.51,92.4,2020-01-01
2020-01-01 11:00:00,3.5,7.4,10.8,,12.93,92.2,2020-01-01
2020-01-01 12:00:00,10.1,9.9,19.9,,13.89,92.0,2020-01-01
2020-01-01 13:00:00,14.9,11.0,25.6,,15.36,90.0,2020-01-01
2020-01-01 14:00:00,15.9,13.0,28.7,0.6,15.91,89.0,2020-01-01
2020-01-01 15:00:00,11.7,13.3,24.8,0.5,16.65,85.0,2020-01-01
2020-01-01 16:00:00,10.1,14.8,24.8,0.5,16.67,84.0,2020-01-01
2020-01-01 17:00:00,5.1,12.3,17.3,0.5,16.09,83.0,2020-01-01
2020-01-01 18:00:00,3.6,11.3,14.8,0.5,15.02,86.0,2020-01-01
2020-01-01 19:00:00,3.5,10.6,14.0,0.5,14.66,89.0,2020-01-01
2020-01-01 20:00:00,3.3,9.9,13.2,0.5,14.6,90.0,2020-01-01
2020-01-01 21:00:00,5.3,11.8,17.0,0.5,14.45,91.0,2020-01-01
2020-01-01 22:00:00,7.3,13.7,20.8,0.5,14.3,92.0,2020-01-01
2020-01-01 23:00:00,5.35,10.85,16.0,0.5,14.18,92.0,2020-01-01
2020-01-02 00:00:00,3.4,8.0,11.2,0.5,14.06,92.0,2020-01-02
2020-01-02 01:00:00,2.1,4.6,6.6,0.5,13.89,92.0,2020-01-02
2020-01-02 02:00:00,1.8,3.6,5.4,0.5,13.82,92.0,2020-01-02
2020-01-02 03:00:00,1.9,4.9,6.7,0.5,13.73,92.0,2020-01-02
2020-01-02 04:00:00,2.4,6.7,9.0,0.5,13.6,91.0,2020-01-02
2020-01-02 05:00:00,2.4,7.4,9.8,0.5,13.25,90.0,2020-01-02
2020-01-02 06:00:00,4.3,7.5,11.8,0.5,12.75,91.0,2020-01-02
2020-01-02 07:00:00,13.5,8.3,21.7,0.5,12.21,92.0,2020-01-02
2020-01-02 08:00:00,14.5,8.9,23.3,0.5,11.82,92.0,2020-01-02
2020-01-02 09:00:00,44.0,13.2,56.9,1.2,12.11,91.0,2020-01-02
2020-01-02 10:00:00,48.5,13.4,61.6,1.3,14.85,85.0,2020-01-02
2020-01-02 11:00:00,7.9,7.3,15.1,0.8,17.26,71.0,2020-01-02
2020-01-02 12:00:00,5.0,4.3,9.2,0.6,19.43,62.0,2020-01-02
2020-01-02 13:00:00,3.9,2.9,6.9,0.7,21.72,52.0,2020-01-02
2020-01-02 14:00:00,3.6,3.3,6.9,0.8,22.64,52.0,2020-01-02
2020-01-02 15:00:00,3.2,3.2,6.3,0.5,23.64,54.0,2020-01-02
2020-01-02 16:00:00,2.3,3.9,6.2,4.0,24.14,53.0,2020-01-02
2020-01-02 17:00:00,2.2,3.8,5.9,1.7,22.56,60.0,2020-01-02
2020-01-02 18:00:00,5.4,9.7,15.0,0.9,22.65,59.0,2020-01-02
2020-01-02 19:00:00,38.7,20.7,59.1,1.1,20.67,68.0,2020-01-02
2020-01-02 20:00:00,36.0,19.8,55.6,1.2,19.22,74.0,2020-01-02
2020-01-02 21:00:00,12.2,14.6,26.7,0.9,17.52,79.0,2020-01-02
2020-01-02 22:00:00,19.9,12.8,32.5,0.8,16.7,81.0,2020-01-02
2020-01-02 23:00:00,19.6,12.5,31.9,0.7,15.85,82.0,2020-01-02
2020-01-03 00:00:00,39.3,11.8,50.7,1.1,15.06,86.0,2020-01-03
2020-01-03 01:00:00,51.2,13.3,64.2,1.5,15.71,82.0,2020-01-03
2020-01-03 02:00:00,12.7,10.6,23.1,0.9,16.17,55.0,2020-01-03
2020-01-03 03:00:00,2.2,3.5,5.6,0.6,16.02,49.0,2020-01-03
2020-01-03 04:00:00,2.3,8.3,10.4,0.6,14.68,56.0,2020-01-03
2020-01-03 05:00:00,4.5,13.3,17.6,0.6,12.82,69.0,2020-01-03
2020-01-03 06:00:00,10.4,13.3,23.6,0.6,11.75,76.0,2020-01-03
2020-01-03 07:00:00,18.9,13.5,32.1,0.7,11.84,74.0,2020-01-03
2020-01-03 08:00:00,23.5,15.8,39.1,0.8,12.64,67.0,2020-01-03
2020-01-03 09:00:00,21.0,15.9,36.7,1.0,14.33,58.0,2020-01-03
2020-01-03 10:00:00,7.3,9.9,17.2,0.7,18.03,46.0,2020-01-03
2020-01-03 11:00:00,4.1,5.6,9.6,0.708695652173913,21.29,32.0,2020-01-03
2020-01-03 12:00:00,2.6,3.6,6.2,0.717391304347826,21.28,31.0,2020-01-03
2020-01-03 13:00:00,2.4,3.5,5.8,0.726086956521739,21.71,29.0,2020-01-03
2020-01-03 14:00:00,2.2,3.3,5.5,0.7347826086956522,21.8,27.0,2020-01-03
2020-01-03 15:00:00,1.8,3.2,4.9,0.7434782608695651,22.01,25.0,2020-01-03
2020-01-03 16:00:00,1.7,3.3,5.0,0.7521739130434782,22.12,23.0,2020-01-03
2020-01-03 17:00:00,1.9,4.1,5.9,0.7608695652173912,22.2,23.0,2020-01-03
2020-01-03 18:00:00,1.8,5.8,7.5,0.7695652173913043,21.32,24.0,2020-01-03
2020-01-03 19:00:00,2.4,10.8,13.0,0.7782608695652173,19.49,28.0,2020-01-03
2020-01-03 20:00:00,1.9,6.1,7.9,0.7869565217391304,18.06,28.0,2020-01-03
2020-01-03 21:00:00,1.8,6.5,8.3,0.7956521739130434,16.63,32.0,2020-01-03
2020-01-03 22:00:00,1.5,5.1,6.5,0.8043478260869565,16.07,34.0,2020-01-03
2020-01-03 23:00:00,1.5,4.7,6.1,0.8130434782608695,14.63,41.0,2020-01-03
2020-01-04 00:00:00,2.2,8.5,10.6,0.8217391304347826,13.36,46.0,2020-01-04
2020-01-04 01:00:00,3.7,11.9,15.5,0.8304347826086956,11.53,54.0,2020-01-04
2020-01-04 02:00:00,3.1,13.0,16.0,0.8391304347826087,10.6,61.0,2020-01-04
2020-01-04 03:00:00,2.9,10.4,13.2,0.8478260869565217,9.95,64.0,2020-01-04
2020-01-04 04:00:00,9.7,12.1,21.6,0.8565217391304348,8.92,68.0,2020-01-04
2020-01-04 05:00:00,5.0,11.3,16.2,0.8652173913043478,8.17,69.0,2020-01-04
2020-01-04 06:00:00,6.5,10.1,16.5,0.8739130434782609,7.59,71.0,2020-01-04
2020-01-04 07:00:00,14.5,11.3,25.5,0.8826086956521739,7.14,74.0,2020-01-04
2020-01-04 08:00:00,28.8,10.5,39.1,0.891304347826087,6.78,76.0,2020-01-04
2020-01-04 09:00:00,50.7,12.4,62.8,0.9,10.75,62.0,2020-01-04
2020-01-04 10:00:00,21.8,12.5,34.1,0.7,14.89,46.0,2020-01-04
2020-01-04 11:00:00,8.1,11.0,19.0,0.5,17.39,36.0,2020-01-04
2020-01-04 12:00:00,4.3,6.3,10.6,0.6,19.24,31.0,2020-01-04
2020-01-04 13:00:00,3.2,4.5,7.7,0.6,20.23,28.0,2020-01-04
2020-01-04 14:00:00,3.7,5.9,9.6,0.7,21.04,26.0,2020-01-04
2020-01-04 15:00:00,2.9,4.9,7.8,0.8,21.53,25.0,2020-01-04
2020-01-04 16:00:00,1.8,3.3,5.0,0.7,22.02,25.0,2020-01-04
2020-01-04 17:00:00,2.0,4.6,6.5,1.0,22.18,25.0,2020-01-04
2020-01-04 18:00:00,2.8,9.0,11.7,1.3,20.88,28.0,2020-01-04
2020-01-04 19:00:00,4.8,18.3,23.0,1.6,18.57,35.0,2020-01-04
2020-01-04 20:00:00,9.0,22.8,31.6,1.2,16.44,40.0,2020-01-04
2020-01-04 21:00:00,7.7,21.5,29.0,0.7,15.09,46.0,2020-01-04
2020-01-04 22:00:00,23.8,21.3,44.9,0.7,13.45,54.0,2020-01-04
2020-01-04 23:00:00,38.5,18.8,57.0,1.4,11.93,63.0,2020-01-04
2020-01-05 00:00:00,22.6,17.1,39.4,0.7,10.93,65.0,2020-01-05
2020-01-05 01:00:00,7.7,13.4,21.0,0.6749999999999999,10.64,62.0,2020-01-05
2020-01-05 02:00:00,2.8,6.7,9.4,0.6499999999999999,9.98,63.0,2020-01-05
2020-01-05 03:00:00,5.7,11.2,16.8,0.625,8.71,68.0,2020-01-05
2020-01-05 04:00:00,2.3,4.9,7.1,0.6,8.77,66.0,2020-01-05
2020-01-05 05:00:00,2.4,5.5,7.8,0.575,7.98,70.0,2020-01-05
2020-01-05 06:00:00,2.0,4.8,6.7,0.55,8.12,70.0,2020-01-05
2020-01-05 07:00:00,5.5,11.6,17.0,0.525,7.45,73.0,2020-01-05
2020-01-05 08:00:00,16.1,16.5,32.4,0.5,7.52,75.0,2020-01-05
2020-01-05 09:00:00,26.1,15.6,41.5,0.6,10.77,65.0,2020-01-05
2020-01-05 10:00:00,16.4,13.0,29.2,0.6,13.76,55.0,2020-01-05
2020-01-05 11:00:00,15.0,14.4,29.1,1.0,16.4,47.0,2020-01-05
2020-01-05 12:00:00,9.3,13.3,22.5,1.2,19.01,38.0,2020-01-05
2020-01-05 13:00:00,5.7,10.9,16.5,1.3,21.21,31.0,2020-01-05
2020-01-05 14:00:00,3.1,7.6,10.6,2.8,22.67,28.0,2020-01-05
2020-01-05 15:00:00,1.9,5.5,7.4,4.8,23.8,24.0,2020-01-05
2020-01-05 16:00:00,1.7,4.6,6.2,1.7,24.21,24.0,2020-01-05
2020-01-05 17:00:00,1.7,6.4,8.1,1.1,24.3,23.0,2020-01-05
2020-01-05 18:00:00,1.8,9.7,11.4,0.8,23.73,23.0,2020-01-05
2020-01-05 19:00:00,2.0,20.2,22.1,0.5,21.6,29.0,2020-01-05
2020-01-05 20:00:00,31.2,24.3,55.3,1.1,19.04,38.0,2020-01-05
2020-01-05 21:00:00,65.9,24.2,90.1,1.8,15.5,52.0,2020-01-05
2020-01-05 22:00:00,66.4,22.8,89.1,1.6,13.06,64.0,2020-01-05
2020-01-05 23:00:00,68.8,21.7,90.4,1.7,12.52,65.0,2020-01-05
2020-01-06 00:00:00,20.9,17.7,38.4,0.7,12.56,61.0,2020-01-06
2020-01-06 01:00:00,4.1,9.1,13.1,0.5,11.18,64.0,2020-01-06
2020-01-06 02:00:00,3.5,8.4,11.8,0.5,11.15,63.0,2020-01-06
2020-01-06 03:00:00,2.6,9.0,11.5,0.5,10.84,64.0,2020-01-06
2020-01-06 04:00:00,2.5,14.4,16.7,0.8,10.84,65.0,2020-01-06
2020-01-06 05:00:00,12.1,16.0,27.9,0.9,8.96,76.0,2020-01-06
2020-01-06 06:00:00,24.5,18.0,42.2,1.1,8.5,75.0,2020-01-06
2020-01-06 07:00:00,41.5,16.8,58.0,1.4,7.58,75.0,2020-01-06
2020-01-06 08:00:00,64.6,17.0,81.4,1.5,7.66,75.0,2020-01-06
2020-01-06 09:00:00,50.8,18.8,69.5,1.6,12.87,57.0,2020-01-06
2020-01-06 10:00:00,35.4,21.5,56.7,2.8,16.43,47.0,2020-01-06
2020-01-06 11:00:00,10.4,16.8,27.0,6.4,19.48,38.0,2020-01-06
2020-01-06 12:00:00,6.6,14.7,21.2,6.0,22.02,32.0,2020-01-06
2020-01-06 13:00:00,3.9,10.0,13.9,3.0,24.28,24.0,2020-01-06
2020-01-06 14:00:00,2.5,8.7,11.2,17.3,25.75,21.0,2020-01-06
2020-01-06 15:00:00,2.4,10.7,13.0,31.4,26.67,21.0,2020-01-06
2020-01-06 16:00:00,2.4,8.9,11.3,21.7,26.99,18.0,2020-01-06
2020-01-06 17:00:00,2.2,9.0,11.2,6.0,26.95,21.0,2020-01-06
2020-01-06 18:00:00,1.8,12.7,14.4,4.7,26.28,23.0,2020-01-06
2020-01-06 19:00:00,2.9,28.7,31.4,3.0,23.2,29.0,2020-01-06
2020-01-06 20:00:00,29.2,33.6,62.6,2.3,19.92,40.0,2020-01-06
2020-01-06 21:00:00,12.2,30.7,42.7,1.7,16.83,51.0,2020-01-06
2020-01-06 22:00:00,3.7,19.4,23.0,1.4,15.95,54.0,2020-01-06
2020-01-06 23:00:00,41.7,30.5,72.0,2.0,16.27,51.0,2020-01-06
2020-01-07 00:00:00,17.6,27.6,45.1,1.6,16.57,46.0,2020-01-07
2020-01-07 01:00:00,2.7,14.3,16.8,1.6,18.39,35.0,2020-01-07
2020-01-07 02:00:00,2.1,11.1,13.1,1.5,18.34,33.0,2020-01-07
2020-01-07 03:00:00,1.5,8.7,10.2,1.6,18.37,27.0,2020-01-07
2020-01-07 04:00:00,1.5,10.4,11.8,1.7,17.23,28.0,2020-01-07
2020-01-07 05:00:00,1.1,4.7,5.8,1.0,17.32,28.0,2020-01-07
2020-01-07 06:00:00,1.2,4.9,6.1,0.7,16.11,32.0,2020-01-07
2020-01-07 07:00:00,1.5,8.1,9.5,0.8,15.27,34.0,2020-01-07
2020-01-07 08:00:00,2.6,14.1,16.6,0.7,14.32,36.0,2020-01-07
2020-01-07 09:00:00,2.5,8.5,10.9,0.7,14.64,36.0,2020-01-07
2020-01-07 10:00:00,2.2,4.8,7.0,0.6,16.03,34.0,2020-01-07
2020-01-07 11:00:00,1.9,3.7,5.5,1.075,17.1,33.0,2020-01-07
2020-01-07 12:00:00,2.0,4.0,6.0,1.5499999999999998,18.08,32.0,2020-01-07
2020-01-07 13:00:00,1.7,3.7,5.3,2.025,20.02,29.0,2020-01-07
2020-01-07 14:00:00,1.6,3.7,5.2,2.5,21.27,28.0,2020-01-07
2020-01-07 15:00:00,2.6,6.9,9.4,18.6,20.88,29.0,2020-01-07
2020-01-07 16:00:00,2.3,6.7,8.9,24.8,20.77,30.0,2020-01-07
2020-01-07 17:00:00,1.6,5.1,6.7,2.8,20.17,33.0,2020-01-07
2020-01-07 18:00:00,1.5,6.7,8.1,0.8,18.82,36.0,2020-01-07
2020-01-07 19:00:00,1.6,11.8,13.3,0.5,17.04,43.0,2020-01-07
2020-01-07 20:00:00,2.9,10.7,13.5,0.5,15.2,54.0,2020-01-07
2020-01-07 21:00:00,6.4,16.9,23.2,0.5,14.19,59.0,2020-01-07
2020-01-07 22:00:00,13.6,23.4,36.9,0.7,13.32,63.0,2020-01-07
2020-01-07 23:00:00,12.0,17.4,29.3,0.7666666666666666,12.98,66.0,2020-01-07
2020-01-08 00:00:00,3.4,14.9,18.2,0.8333333333333334,13.0,65.0,2020-01-08
2020-01-08 01:00:00,2.1,9.7,11.7,0.9,12.51,67.0,2020-01-08
2020-01-08 02:00:00,1.9,4.2,6.0,0.9666666666666668,12.89,67.0,2020-01-08
2020-01-08 03:00:00,1.5,2.0,3.5,1.0333333333333334,13.4,67.0,2020-01-08
2020-01-08 04:00:00,1.7,7.7,9.4,1.1,12.76,69.0,2020-01-08
2020-01-08 05:00:00,1.9,10.4,12.2,1.1,11.78,72.0,2020-01-08
2020-01-08 06:00:00,1.6,7.8,9.4,1.9333333333333336,11.8,73.0,2020-01-08
2020-01-08 07:00:00,2.2,9.4,11.6,2.7666666666666666,11.96,75.0,2020-01-08
2020-01-08 08:00:00,4.7,14.9,19.5,3.6,12.16,75.0,2020-01-08
2020-01-08 09:00:00,2.6,6.8,9.3,4.433333333333334,12.07,76.0,2020-01-08
2020-01-08 10:00:00,2.6,5.1,7.550000000000001,5.2666666666666675,13.325,72.0,2020-01-08
2020-01-08 11:00:00,2.6,3.4,5.8,6.1,14.58,68.0,2020-01-08
2020-01-08 12:00:00,3.4,7.7,11.0,2.9,16.27,65.0,2020-01-08
2020-01-08 13:00:00,2.2,4.5,6.7,3.9,17.48,65.0,2020-01-08
2020-01-08 14:00:00,2.3,4.4,6.7,12.5,18.77,60.0,2020-01-08
2020-01-08 15:00:00,2.3,5.3,7.5,19.0,18.75,63.0,2020-01-08
2020-01-08 16:00:00,2.5,5.6,8.0,9.9,20.32,59.0,2020-01-08
2020-01-08 17:00:00,2.2,7.9,10.0,17.5,20.95,57.0,2020-01-08
2020-01-08 18:00:00,4.8,13.9,18.6,6.6,19.89,61.0,2020-01-08
2020-01-08 19:00:00,11.3,23.5,34.6,2.6,19.03,62.0,2020-01-08
2020-01-08 20:00:00,45.5,24.5,69.9,2.1,18.28,66.0,2020-01-08
2020-01-08 21:00:00,60.2,19.6,79.9,2.5,17.91,69.0,2020-01-08
2020-01-08 22:00:00,3.5,14.8,18.2,2.3,17.74,73.0,2020-01-08
2020-01-08 23:00:00,2.7,10.7,13.4,1.3,17.25,79.0,2020-01-08
2020-01-09 00:00:00,2.2,8.9,11.0,2.8,17.32,80.0,2020-01-09
2020-01-09 01:00:00,1.8,6.4,8.1,1.9,16.17,84.0,2020-01-09
2020-01-09 02:00:00,2.1,6.9,9.0,0.7,15.23,88.0,2020-01-09
2020-01-09 03:00:00,5.4,9.6,14.9,0.6,14.24,89.0,2020-01-09
2020-01-09 04:00:00,6.6,10.4,16.9,0.6,14.08,90.0,2020-01-09
2020-01-09 05:00:00,9.8,10.9,20.6,0.6,13.23,90.0,2020-01-09
2020-01-09 06:00:00,17.6,11.5,28.9,0.6,12.56,90.0,2020-01-09
2020-01-09 07:00:00,26.9,9.1,35.8,0.7,12.28,91.0,2020-01-09
2020-01-09 08:00:00,43.4,10.3,53.3,1.0,12.35,90.0,2020-01-09
2020-01-09 09:00:00,63.3,12.5,75.6,1.6,13.3,88.0,2020-01-09
2020-01-09 10:00:00,34.8,11.1,45.6,1.2,14.44,84.0,2020-01-09
2020-01-09 11:00:00,41.4,15.6,56.7,1.3,15.82,82.0,2020-01-09
2020-01-09 12:00:00,19.1,16.6,35.5,1.1,16.72,80.0,2020-01-09
2020-01-09 13:00:00,8.7,12.6,21.2,1.3,18.87,71.0,2020-01-09
2020-01-09 14:00:00,7.7,10.3,17.9,3.3,19.49,68.0,2020-01-09
2020-01-09 15:00:00,3.7,7.5,11.1,6.8,22.57,56.0,2020-01-09
2020-01-09 16:00:00,2.7,7.1,9.7,3.3,23.02,53.0,2020-01-09
2020-01-09 17:00:00,3.4,11.2,14.4,2.2,23.27,55.0,2020-01-09
2020-01-09 18:00:00,7.1,23.3,30.2,2.5,23.15,56.0,2020-01-09
2020-01-09 19:00:00,23.1,36.3,59.1,1.9,21.61,63.0,2020-01-09
2020-01-09 20:00:00,29.8,30.1,59.6,1.8,20.76,67.0,2020-01-09
2020-01-09 21:00:00,49.0,25.8,74.7,1.9,19.6,71.0,2020-01-09
2020-01-09 22:00:00,58.7,26.2,84.7,2.0,18.14,77.0,2020-01-09
2020-01-09 23:00:00,46.9,22.6,69.4,2.1,18.04,75.0,2020-01-09
2020-01-10 00:00:00,6.5,15.4,21.9,1.5,18.82,70.0,2020-01-10
2020-01-10 01:00:00,2.7,8.3,10.9,1.4,17.47,75.0,2020-01-10
2020-01-10 02:00:00,2.5,7.5,9.9,1.2,15.91,81.0,2020-01-10
2020-01-10 03:00:00,2.2,6.5,8.6,0.9,15.46,86.0,2020-01-10
2020-01-10 04:00:00,2.0,5.2,7.2,0.7,15.6,87.0,2020-01-10
2020-01-10 05:00:00,1.7,5.2,6.9,0.7,15.45,88.0,2020-01-10
2020-01-10 06:00:00,13.0,10.4,23.2,1.0,14.19,90.0,2020-01-10
2020-01-10 07:00:00,5.5,8.4,13.8,0.7,14.44,92.0,2020-01-10
2020-01-10 08:00:00,7.4,8.7,16.0,0.8,14.52,92.0,2020-01-10
2020-01-10 09:00:00,9.4,7.6,16.8,0.7,15.04,92.0,2020-01-10
2020-01-10 10:00:00,19.6,9.2,28.6,1.0,16.49,89.0,2020-01-10
2020-01-10 11:00:00,5.9,8.5,14.3,1.0,18.06,81.0,2020-01-10
2020-01-10 12:00:00,8.6,10.4,18.8,3.2,20.77,69.0,2020-01-10
2020-01-10 13:00:00,5.6,9.6,15.1,4.7,22.57,61.0,2020-01-10
2020-01-10 14:00:00,5.4,11.7,17.1,4.6,23.07,59.0,2020-01-10
2020-01-10 15:00:00,5.3,11.9,17.1,4.0,25.94,51.0,2020-01-10
2020-01-10 16:00:00,2.4,8.3,10.6,9.0,27.19,48.0,2020-01-10
2020-01-10 17:00:00,3.5,8.7,12.1,4.4,28.75,40.0,2020-01-10
2020-01-10 18:00:00,2.9,9.9,12.6,1.9,27.71,42.0,2020-01-10
2020-01-10 19:00:00,4.2,13.7,17.8,1.3,25.84,46.0,2020-01-10
2020-01-10 20:00:00,4.4,16.6,20.8,0.9,24.01,52.0,2020-01-10
2020-01-10 21:00:00,25.1,21.9,46.6,1.2,20.92,64.0,2020-01-10
2020-01-10 22:00:00,5.3,10.2,15.4,0.9,21.32,62.0,2020-01-10
2020-01-10 23:00:00,1.9,4.5,6.3,1.1,22.5,36.0,2020-01-10
2020-01-11 00:00:00,1.4,2.9,4.2,0.9,21.34,33.0,2020-01-11
2020-01-11 01:00:00,1.5,6.7,8.1,0.6,19.34,29.0,2020-01-11
2020-01-11 02:00:00,1.4,7.1,8.4,0.9625,17.72,28.0,2020-01-11
2020-01-11 03:00:00,1.3,7.6,8.7,1.3250000000000002,17.0,28.0,2020-01-11
2020-01-11 04:00:00,1.2,5.5,6.7,1.6875,15.89,30.0,2020-01-11
2020-01-11 05:00:00,1.0,3.6,4.5,2.0500000000000003,15.28,30.0,2020-01-11
2020-01-11 06:00:00,1.1,6.0,7.0,2.4125,14.7,30.0,2020-01-11
2020-01-11 07:00:00,1.2,4.1,5.1,2.7750000000000004,14.62,29.0,2020-01-11
2020-01-11 08:00:00,1.5,6.4,7.8,3.1375000000000006,13.57,32.0,2020-01-11
2020-01-11 09:00:00,2.1,4.4,6.4,3.5000000000000004,15.24,29.0,2020-01-11
2020-01-11 10:00:00,2.1,3.5,5.6,3.8625000000000003,17.82,24.0,2020-01-11
2020-01-11 11:00:00,2.0,2.9,4.8,4.2250000000000005,19.37,20.0,2020-01-11
2020-01-11 12:00:00,1.9,2.8,4.6,4.5875,20.7,18.0,2020-01-11
2020-01-11 13:00:00,1.7,2.9,4.6,4.95,22.08,15.0,2020-01-11
2020-01-11 14:00:00,1.5,3.1,4.5,5.3125,23.26,14.0,2020-01-11
2020-01-11 15:00:00,1.7,3.1,4.7,5.675000000000001,24.32,13.0,2020-01-11
2020-01-11 16:00:00,1.6,2.9,4.4,6.0375000000000005,24.33,13.0,2020-01-11
2020-01-11 17:00:00,2.2,5.7,7.8,6.4,23.98,14.0,2020-01-11
2020-01-11 18:00:00,2.0,8.1,10.0,6.5,21.89,18.0,2020-01-11
2020-01-11 19:00:00,1.6,9.5,10.9,0.5,19.47,21.0,2020-01-11
2020-01-11 20:00:00,3.5,14.2,17.6,1.2,17.57,25.0,2020-01-11
2020-01-11 21:00:00,5.1,15.6,20.5,1.5,16.09,28.0,2020-01-11
2020-01-11 22:00:00,5.2,17.1,22.2,1.4166666666666667,14.88,32.0,2020-01-11
2020-01-11 23:00:00,5.4,18.5,23.8,1.3333333333333333,14.27,33.0,2020-01-11
2020-01-12 00:00:00,7.5,20.0,27.4,1.25,13.1,37.0,2020-01-12
2020-01-12 01:00:00,2.9,12.9,15.7,1.1666666666666667,12.44,38.0,2020-01-12
2020-01-12 02:00:00,2.5,10.4,12.7,1.0833333333333335,11.62,39.0,2020-01-12
2020-01-12 03:00:00,2.2,8.7,10.8,1.0,10.36,44.0,2020-01-12
2020-01-12 04:00:00,1.8,9.0,10.7,1.4,9.3,54.0,2020-01-12
2020-01-12 05:00:00,3.1,11.8,14.8,0.8,8.87,58.0,2020-01-12
2020-01-12 06:00:00,4.2,13.1,17.2,0.8,9.25,59.0,2020-01-12
2020-01-12 07:00:00,7.4,15.5,22.8,0.6,8.28,66.0,2020-01-12
2020-01-12 08:00:00,10.4,15.1,25.3,0.6,7.66,69.0,2020-01-12
2020-01-12 09:00:00,14.0,13.2,27.1,0.7,10.92,61.0,2020-01-12
2020-01-12 10:00:00,9.8,11.5,21.2,0.8,12.35,63.0,2020-01-12
2020-01-12 11:00:00,3.0,4.8,7.7,5.1,14.89,55.0,2020-01-12
2020-01-12 12:00:00,2.9,4.3,7.2,2.0,16.66,45.0,2020-01-12
2020-01-12 13:00:00,2.9,4.0,6.8,0.9,18.76,35.0,2020-01-12
2020-01-12 14:00:00,2.5,4.2,6.7,0.5,19.55,32.0,2020-01-12
2020-01-12 15:00:00,1.9,3.6,5.4,0.8,20.55,36.0,2020-01-12
2020-01-12 16:00:00,1.6,4.3,5.8,1.1,21.76,35.0,2020-01-12
2020-01-12 17:00:00,1.3,4.4,5.6,7.6,23.03,35.0,2020-01-12
2020-01-12 18:00:00,1.3,6.6,7.8,13.4,21.43,41.0,2020-01-12
2020-01-12 19:00:00,8.9,20.1,28.8,1.7,19.74,47.0,2020-01-12
2020-01-12 20:00:00,25.4,24.7,49.9,1.7,17.87,54.0,2020-01-12
2020-01-12 21:00:00,11.3,21.4,32.5,1.2,15.58,59.0,2020-01-12
2020-01-12 22:00:00,5.5,18.2,23.6,1.1,15.01,60.0,2020-01-12
2020-01-12 23:00:00,18.4,20.7,38.8,1.1,15.5,60.0,2020-01-12
2020-01-13 00:00:00,22.0,18.7,40.4,1.2,14.53,65.0,2020-01-13
2020-01-13 01:00:00,14.0,16.4,30.2,0.7,14.06,68.0,2020-01-13
2020-01-13 02:00:00,19.4,14.6,33.8,0.7,14.02,71.0,2020-01-13
2020-01-13 03:00:00,6.5,13.7,20.1,0.6,12.84,76.0,2020-01-13
2020-01-13 04:00:00,4.8,11.4,16.1,0.6666666666666666,12.93,77.0,2020-01-13
2020-01-13 05:00:00,8.1,11.6,19.6,0.7333333333333334,12.97,78.0,2020-01-13
2020-01-13 06:00:00,24.2,15.3,39.2,0.8,12.4,80.0,2020-01-13
2020-01-13 07:00:00,29.5,14.4,43.6,0.8,12.03,82.0,2020-01-13
2020-01-13 08:00:00,41.7,14.1,55.5,0.8,11.9,82.0,2020-01-13
2020-01-13 09:00:00,65.1,17.8,82.8,1.5,12.99,80.0,2020-01-13
2020-01-13 10:00:00,51.2,19.4,70.4,1.5,15.82,70.0,2020-01-13
2020-01-13 11:00:00,8.1,11.7,19.7,2.4,18.39,58.0,2020-01-13
2020-01-13 12:00:00,5.9,11.1,16.9,7.6,20.28,51.0,2020-01-13
2020-01-13 13:00:00,4.4,8.5,12.9,7.8,22.35,44.0,2020-01-13
2020-01-13 14:00:00,4.4,10.7,15.0,13.8,23.89,40.0,2020-01-13
2020-01-13 15:00:00,3.5,10.1,13.5,14.6,24.46,38.0,2020-01-13
2020-01-13 16:00:00,4.1,13.8,17.9,8.2,25.83,35.0,2020-01-13
2020-01-13 17:00:00,3.9,21.0,24.8,5.8,25.32,36.0,2020-01-13
2020-01-13 18:00:00,4.4,29.5,33.7,5.1,24.33,38.0,2020-01-13
2020-01-13 19:00:00,10.6,39.2,49.5,4.2,22.38,44.0,2020-01-13
2020-01-13 20:00:00,23.6,44.5,67.8,3.4,20.95,48.0,2020-01-13
2020-01-13 21:00:00,50.8,44.6,95.3,2.9,19.55,54.0,2020-01-13
2020-01-13 22:00:00,62.3,36.9,99.1,2.5,18.1,62.0,2020-01-13
2020-01-13 23:00:00,66.2,32.9,99.1,2.4,16.97,67.0,2020-01-13
2020-01-14 00:00:00,31.5,29.4,60.7,1.4,16.3,69.0,2020-01-14
